uid,namedLocation,date,eventID,domainID,siteID,plotID,individualID,tempStemID,tagStatus,growthForm,plantStatus,stemDiameter,measurementHeight,changedMeasurementLocation,height,baseCrownHeight,breakHeight,breakDiameter,maxCrownDiameter,ninetyCrownDiameter,canopyPosition,shape,basalStemDiameter,basalStemDiameterMsrmntHeight,maxBaseCrownDiameter,ninetyBaseCrownDiameter,dendrometerInstallationDate,initialGapMeasurementDate,initialBandStemDiameter,initialDendrometerGap,dendrometerHeight,dendrometerGap,dendrometerCondition,bandStemDiameter,remarks,recordedBy,measuredBy,dataQF
"4017e8e6-2dc1-4fef-810f-c4ca3538e135","ABBY_061.basePlot.vst","2020-09-23","vst_ABBY_2020","D16","ABBY","ABBY_061","NEON.PLA.D16.ABBY.00942","1","ok","sapling","Live, physically damaged",,,"noChange",1.2,,,,,,"Full shade",,2.0,10,,,,,,,,,,,"Thinned","0000-0003-2593-761X","0000-0002-0205-7735",
"3be34824-25dc-4697-92bd-326ef729d0bc","ABBY_061.basePlot.vst","2020-09-23","vst_ABBY_2020","D16","ABBY","ABBY_061","NEON.PLA.D16.ABBY.03764",,"ok","single bole tree","Live,  other damage",13.5,130,"noChange",9.3,,,,3.7,3.6,"Mostly shaded",,,,,,,,,,,,,,"Oozing sap","0000-0003-0562-3007","0000-0001-8510-4041",
"19fbe1a2-bd22-42e1-b085-aa5b5bd20b4f","ABBY_061.basePlot.vst","2020-09-23","vst_ABBY_2020","D16","ABBY","ABBY_061","NEON.PLA.D16.ABBY.00893","9","ok","small shrub","Live, physically damaged",,,"noChange",,,,,,,,"oblate half-sphere",1.2,10,,,,,,,,,,,,"0000-0003-0562-3007","0000-0001-8510-4041",
"07f7c2bc-08fd-47c3-b5f8-a5f738423ab1","ABBY_070.basePlot.vst","2020-09-23","vst_ABBY_2020","D16","ABBY","ABBY_070","NEON.PLA.D16.ABBY.00977","2","ok","single shrub","Live",2.4,130,"noChange",,,,,,,,"inverted cone",3.4,10,0.50,0.30,,,,,,,,,,"0000-0002-7203-5072","0000-0003-0562-3007",
"b0e4493f-1dc2-4845-8fc6-7a540033e6b9","ABBY_061.basePlot.vst","2020-09-23","vst_ABBY_2020","D16","ABBY","ABBY_061","NEON.PLA.D16.ABBY.00646","1","ok","sapling","Live, physically damaged",,,"noChange",0.9,,,,,,"Full shade",,2.3,10,,,,,,,,,,,"Thinned","0000-0003-2593-761X","0000-0002-0205-7735",
"6026cf6c-ea77-4e69-96a7-2cf1e441039a","ABBY_070.basePlot.vst","2020-09-23","vst_ABBY_2020","D16","ABBY","ABBY_070","NEON.PLA.D16.ABBY.00955","2","ok","small tree","Live",1.9,130,"noChange",,,,,,,,,,,,,,,,,,,,,,"0000-0002-7203-5072","0000-0003-0562-3007",
"3005690a-4270-46fd-91bc-41a601f2c10c","ABBY_061.basePlot.vst","2020-09-23","vst_ABBY_2020","D16","ABBY","ABBY_061","NEON.PLA.D16.ABBY.00893","4","ok","small shrub","Standing dead",,,"noChange",,,,,,,,"oblate half-sphere",2.8,10,,,,,,,,,,,,"0000-0003-0562-3007","0000-0001-8510-4041",
"c5014f6b-cec5-47f5-b970-490a3fb74885","ABBY_070.basePlot.vst","2020-09-23","vst_ABBY_2020","D16","ABBY","ABBY_070","NEON.PLA.D16.ABBY.00954","1","ok","small tree","Live",1.2,130,"noChange",4.8,,,,3.3,2.4,"Mostly shaded",,,,,,,,,,,,,,,"0000-0002-7203-5072","0000-0003-0562-3007",
"fe433f76-fede-4e9d-8ff8-177a4237d5c0","ABBY_070.basePlot.vst","2020-09-23","vst_ABBY_2020","D16","ABBY","ABBY_070","NEON.PLA.D16.ABBY.00953","1","ok","small tree","Live",2.2,130,"noChange",4.0,,,,2.2,1.7,"Mostly shaded",,,,,,,,,,,,,,,"0000-0002-7203-5072","0000-0003-0562-3007",
"ecc1ef05-9d8c-40cc-a5dd-5f675fefea25","ABBY_070.basePlot.vst","2020-09-23","vst_ABBY_2020","D16","ABBY","ABBY_070","NEON.PLA.D16.ABBY.00671","1","ok",,"Lost, fate unknown",,,"noChange",,,,,,,,,,,,,,,,,,,,,,"0000-0002-7203-5072","0000-0003-0562-3007",
"fc0a6ae4-ae83-4d65-b2be-d6465fabbce1","ABBY_070.basePlot.vst","2020-09-23","vst_ABBY_2020","D16","ABBY","ABBY_070","NEON.PLA.D16.ABBY.00954","2","ok","small tree","Live",1.8,130,"noChange",,,,,,,,,,,,,,,,,,,,,,"0000-0002-7203-5072","0000-0003-0562-3007",
"a8c9ea6d-4544-4519-975c-23a5c8b042ea","ABBY_070.basePlot.vst","2020-09-23","vst_ABBY_2020","D16","ABBY","ABBY_070","NEON.PLA.D16.ABBY.00955","7","ok","small tree","Live",1.6,130,"noChange",,,,,,,,,,,,,,,,,,,,,,"0000-0002-7203-5072","0000-0003-0562-3007",
"0d596ebf-6716-4f2f-a55c-ff069f54079b","ABBY_070.basePlot.vst","2020-09-23","vst_ABBY_2020","D16","ABBY","ABBY_070","NEON.PLA.D16.ABBY.00673",,"ok","single bole tree","Live",16.0,150,"noChange",10.6,,,,5.0,4.7,"Partially shaded",,,,,,,,,,,,,,,"0000-0002-7203-5072","0000-0003-0562-3007",
"f935777e-fc5b-4b89-9fa5-ea14dc8ca63d","ABBY_061.basePlot.vst","2020-09-23","vst_ABBY_2020","D16","ABBY","ABBY_061","NEON.PLA.D16.ABBY.00890","1","ok","small tree","Live",2.1,130,"noChange",3.7,,,,1.7,1.6,"Partially shaded",,,,,,,,,,,,,,,"0000-0003-0562-3007","0000-0001-8510-4041",
"928bb8fa-e944-49c7-a9db-5bbcaf1946c9","ABBY_070.basePlot.vst","2020-09-23","vst_ABBY_2020","D16","ABBY","ABBY_070","NEON.PLA.D16.ABBY.03375",,"ok","single bole tree","Live",13.2,130,"noChange",10.0,,,,4.3,4.2,"Mostly shaded",,,,,,,,,,,,,,,"0000-0002-7203-5072","0000-0003-0562-3007",
"c7f69e2e-4b2b-47bf-8f57-ad25f6699e78","ABBY_070.basePlot.vst","2020-09-23","vst_ABBY_2020","D16","ABBY","ABBY_070","NEON.PLA.D16.ABBY.00663","1","ok",,"Lost, fate unknown",,,"noChange",,,,,,,,,,,,,,,,,,,,,,"0000-0002-7203-5072","0000-0003-0562-3007",
"9acb7611-0d6e-4797-b76c-4ea1a55d1408","ABBY_061.basePlot.vst","2020-09-23","vst_ABBY_2020","D16","ABBY","ABBY_061","NEON.PLA.D16.ABBY.00727",,"ok","single bole tree","Live",11.6,130,"noChange",9.5,,,,4.6,4.4,"Mostly shaded",,,,,,,,,,,,,,,"0000-0002-7203-5072","0000-0001-9521-413X",
"bf478ea4-d206-4c34-852d-d5951a160a48","ABBY_061.basePlot.vst","2020-09-23","vst_ABBY_2020","D16","ABBY","ABBY_061","NEON.PLA.D16.ABBY.00653","1","ok","multi-bole tree","Live",11.3,130,"boleChange",9.9,,,,4.4,4.0,"Partially shaded",,,,,,,,,,,,,,,"0000-0003-2593-761X","0000-0002-0205-7735",
"ceb528f5-7f55-4ae7-910e-6d2cd8cb9da2","ABBY_061.basePlot.vst","2020-09-23","vst_ABBY_2020","D16","ABBY","ABBY_061","NEON.PLA.D16.ABBY.00938","1","ok","small tree","Live",2.6,130,"noChange",4.1,,,,2.4,2.3,"Partially shaded",,,,,,,,,,,,,,,"0000-0003-2593-761X","0000-0002-0205-7735",
"ff44ce84-56c9-46ee-96c7-33ce996b3d80","ABBY_061.basePlot.vst","2020-09-23","vst_ABBY_2020","D16","ABBY","ABBY_061","NEON.PLA.D16.ABBY.09096",,"ok","single bole tree","Live",10.7,130,"noChange",8.3,,,,4.0,3.9,"Partially shaded",,,,,,,,,,,,,,,"0000-0003-2593-761X","0000-0002-0205-7735",
"0c8d36b3-f95d-47ac-863e-139b37b85821","ABBY_070.basePlot.vst","2020-09-23","vst_ABBY_2020","D16","ABBY","ABBY_070","NEON.PLA.D16.ABBY.00678",,"ok","single bole tree","Live",14.5,140,"noChange",11.5,,,,3.8,3.5,"Mostly shaded",,,,,,,,,,,,,,,"0000-0002-7203-5072","0000-0003-0562-3007",
"0e8796ba-e3cb-46ec-acf5-639856fb6a3c","ABBY_061.basePlot.vst","2020-09-23","vst_ABBY_2020","D16","ABBY","ABBY_061","NEON.PLA.D16.ABBY.03761",,"ok","single bole tree","Live",13.1,130,"noChange",9.6,,,,4.4,4.0,"Partially shaded",,,,,,,,,,,,,,,"0000-0002-7203-5072","0000-0001-9521-413X",
"4f5821fc-95d1-494c-94b9-ffcd1d0b46dc","ABBY_061.basePlot.vst","2020-09-23","vst_ABBY_2020","D16","ABBY","ABBY_061","NEON.PLA.D16.ABBY.00719","2","ok","sapling","Live",,,"noChange",,,,,,,,,1.1,10,,,,,,,,,,,,"0000-0003-0562-3007","0000-0001-8510-4041",
"427146ca-cd31-4cb8-94e8-41a8b5af723b","ABBY_070.basePlot.vst","2020-09-23","vst_ABBY_2020","D16","ABBY","ABBY_070","NEON.PLA.D16.ABBY.00955","4","ok","small tree","Live",1.7,130,"noChange",,,,,,,,,,,,,,,,,,,,,,"0000-0002-7203-5072","0000-0003-0562-3007",
"69c351ca-10e8-479c-9f7e-41829a6f77ac","ABBY_070.basePlot.vst","2020-09-23","vst_ABBY_2020","D16","ABBY","ABBY_070","NEON.PLA.D16.ABBY.00972","1","ok","single shrub","Live",1.3,130,"noChange",2.5,0.5,,,2.8,1.9,"Partially shaded","ellipsoid or sphere",3.4,10,,,,,,,,,,,,"0000-0002-7203-5072","0000-0003-0562-3007",
"eabff945-8af5-4a22-a3d8-4190607ad457","ABBY_070.basePlot.vst","2020-09-23","vst_ABBY_2020","D16","ABBY","ABBY_070","NEON.PLA.D16.ABBY.00952","3","ok","single shrub","Live",1.8,130,"noChange",,,,,,,,"inverted cone",2.6,10,0.20,0.20,,,,,,,,,,"0000-0002-7203-5072","0000-0003-0562-3007",
"b702c9bd-5f18-4a0f-8ce8-28902449ee8a","ABBY_061.basePlot.vst","2020-09-23","vst_ABBY_2020","D16","ABBY","ABBY_061","NEON.PLA.D16.ABBY.00655",,"ok","single bole tree","Live",18.1,130,"noChange",10.4,,,,4.7,4.5,"Partially shaded",,,,,,,,,,,,,,,"0000-0003-2593-761X","0000-0002-0205-7735",
"052c8934-e7e8-4bad-990e-fd22d88a04dc","ABBY_061.basePlot.vst","2020-09-23","vst_ABBY_2020","D16","ABBY","ABBY_061","NEON.PLA.D16.ABBY.00720","1","ok",,"No longer qualifies",,,"noChange",,,,,,,,,,,,,,,,,,,,,"Cut below 30 cm","0000-0003-0562-3007","0000-0001-8510-4041",
"18309846-a243-4e2c-815e-8525c13a2ff4","ABBY_061.basePlot.vst","2020-09-23","vst_ABBY_2020","D16","ABBY","ABBY_061","NEON.PLA.D16.ABBY.00702",,"ok","single bole tree","Live",12.7,130,"noChange",10.7,,,,3.7,3.3,"Partially shaded",,,,,,,,,,,,,,,"0000-0003-0562-3007","0000-0001-8510-4041",
"2c26bff9-9ea7-4312-9c47-608261909262","ABBY_070.basePlot.vst","2020-09-23","vst_ABBY_2020","D16","ABBY","ABBY_070","NEON.PLA.D16.ABBY.04346","1","ok","sapling","Live",,,"noChange",0.6,,,,,,"Full shade",,1.8,10,,,,,,,,,,,,"0000-0002-7203-5072","0000-0003-0562-3007",
"db60ba45-55e5-415f-a1fd-36759c53ff3e","ABBY_070.basePlot.vst","2020-09-23","vst_ABBY_2020","D16","ABBY","ABBY_070","NEON.PLA.D16.ABBY.00666",,"ok","single bole tree","Live",18.5,140,"noChange",12.8,,,,5.4,4.8,"Partially shaded",,,,,,,,,,,,,,,"0000-0002-7203-5072","0000-0003-0562-3007",
"1e5f96b8-9880-46c8-9551-23cf35dd2ce7","ABBY_061.basePlot.vst","2020-09-23","vst_ABBY_2020","D16","ABBY","ABBY_061","NEON.PLA.D16.ABBY.03827","1","ok","sapling","Live",,,"noChange",1.8,,,,,,"Full shade",,1.0,10,,,,,,,,,,,,"0000-0003-0562-3007","0000-0001-8510-4041",
"e2f375f6-f9c5-4b4e-a0b7-57e9547573c2","ABBY_061.basePlot.vst","2020-09-23","vst_ABBY_2020","D16","ABBY","ABBY_061","NEON.PLA.D16.ABBY.00893","5","ok","small shrub","Live, physically damaged",,,"noChange",,,,,,,,"oblate half-sphere",3.0,10,,,,,,,,,,,,"0000-0003-0562-3007","0000-0001-8510-4041",
"a7d1d9c8-b1d9-4fb9-afd9-a4c3083e8cc1","ABBY_061.basePlot.vst","2020-09-23","vst_ABBY_2020","D16","ABBY","ABBY_061","NEON.PLA.D16.ABBY.03163","1","ok","small shrub","Live",,,"noChange",1.1,,,,1.6,0.4,"Mostly shaded","oblate half-sphere",1.6,10,,,,,,,,,,,,"0000-0003-2593-761X","0000-0002-0205-7735",
"0d78b135-612d-41d5-9c8f-390ba4b209b7","ABBY_061.basePlot.vst","2020-09-23","vst_ABBY_2020","D16","ABBY","ABBY_061","NEON.PLA.D16.ABBY.00656","1","ok","sapling","Live, physically damaged",,,"noChange",0.9,,,,,,"Mostly shaded",,2.7,10,,,,,,,,,,,"Thinned","0000-0003-2593-761X","0000-0002-0205-7735",
"d9b70cb2-b508-4598-a35c-e7819dd666ae","ABBY_070.basePlot.vst","2020-09-23","vst_ABBY_2020","D16","ABBY","ABBY_070","NEON.PLA.D16.ABBY.00974","1","ok","small tree","Live",3.3,132,"noChange",5.4,,,,1.6,1.5,"Mostly shaded",,,,,,,,,,,,,,,"0000-0002-7203-5072","0000-0003-0562-3007",
"985bf6ed-e0b6-493c-b817-afaf20ac1855","ABBY_070.basePlot.vst","2020-09-23","vst_ABBY_2020","D16","ABBY","ABBY_070","NEON.PLA.D16.ABBY.00955","10","ok","small tree","Live",2.2,130,"noChange",,,,,,,,,,,,,,,,,,,,,,"0000-0002-7203-5072","0000-0003-0562-3007",
"4239cfff-ea67-441b-aa96-d55f77f3a4d9","ABBY_061.basePlot.vst","2020-09-23","vst_ABBY_2020","D16","ABBY","ABBY_061","NEON.PLA.D16.ABBY.03854",,"ok","single bole tree","Live",11.2,130,"noChange",8.4,,,,4.1,3.3,"Partially shaded",,,,,,,,,,,,,,,"0000-0002-7203-5072","0000-0001-9521-413X",
"02729ad9-4f28-49b0-900d-509d1c99c567","ABBY_070.basePlot.vst","2020-09-23","vst_ABBY_2020","D16","ABBY","ABBY_070","NEON.PLA.D16.ABBY.00662","1","ok","sapling","Live, physically damaged",,,"noChange",0.5,,,,,,"Mostly shaded",,3.9,10,,,,,,,,,,,,"0000-0002-7203-5072","0000-0003-0562-3007",
"1fe4a284-b46a-4754-a15e-830b86445808","ABBY_070.basePlot.vst","2020-09-23","vst_ABBY_2020","D16","ABBY","ABBY_070","NEON.PLA.D16.ABBY.03320","1","ok","small shrub","Live",,,"noChange",2.3,0.5,,,1.8,1.1,"Full shade","ellipsoid or sphere",1.4,10,,,,,,,,,,,"created new 03320 child records to correct null error in shrubShape for second stem 20201216 TZ","0000-0002-7203-5072","0000-0003-0562-3007",
"91b93636-edd5-4cda-a9d9-e5eff68216ca","ABBY_061.basePlot.vst","2020-09-23","vst_ABBY_2020","D16","ABBY","ABBY_061","NEON.PLA.D16.ABBY.00939","1","ok","small tree","Live",2.2,130,"noChange",4.0,,,,2.3,2.1,"Partially shaded",,,,,,,,,,,,,,,"0000-0003-2593-761X","0000-0002-0205-7735",
"e7f87829-3b15-47e5-97ed-f88774bb3a55","ABBY_061.basePlot.vst","2020-09-23","vst_ABBY_2020","D16","ABBY","ABBY_061","NEON.PLA.D16.ABBY.03149",,"ok","single bole tree","Live",14.2,140,"noChange",10.2,,,,4.5,4.1,"Partially shaded",,,,,,,,,,,,,,,"0000-0002-7203-5072","0000-0001-9521-413X",
"c2307c03-6877-4270-9a36-265321e84d7b","ABBY_070.basePlot.vst","2020-09-23","vst_ABBY_2020","D16","ABBY","ABBY_070","NEON.PLA.D16.ABBY.00979","1","ok","sapling","No longer qualifies",,,"noChange",,,,,,,,,,,,,,,,,,,,,,"0000-0002-7203-5072","0000-0003-0562-3007",
"1f64be21-cd95-489c-acbb-c8f9abf13c0a","ABBY_070.basePlot.vst","2020-09-23","vst_ABBY_2020","D16","ABBY","ABBY_070","NEON.PLA.D16.ABBY.00973","1","ok","small tree","Live",2.5,130,"noChange",4.8,,,,1.6,1.3,"Mostly shaded",,,,,,,,,,,,,,,"0000-0002-7203-5072","0000-0003-0562-3007",
"8600cf2c-90ae-4478-b602-b809c016033f","ABBY_061.basePlot.vst","2020-09-23","vst_ABBY_2020","D16","ABBY","ABBY_061","NEON.PLA.D16.ABBY.00893","7","ok","small shrub","Live, physically damaged",,,"noChange",,,,,,,,"oblate half-sphere",1.0,10,,,,,,,,,,,,"0000-0003-0562-3007","0000-0001-8510-4041",
"87843308-debc-4657-940e-b3b994b633f2","ABBY_061.basePlot.vst","2020-09-23","vst_ABBY_2020","D16","ABBY","ABBY_061","NEON.PLA.D16.ABBY.00943","1","ok",,"No longer qualifies",,,"noChange",,,,,,,,,,,,,,,,,,,,,,"0000-0003-2593-761X","0000-0002-0205-7735",
"08b09f4b-c999-418e-bc67-713b4f8b33db","ABBY_061.basePlot.vst","2020-09-23","vst_ABBY_2020","D16","ABBY","ABBY_061","NEON.PLA.D16.ABBY.00893","2","ok","small shrub","Live",,,"noChange",,,,,,,,"oblate half-sphere",1.0,10,,,,,,,,,,,,"0000-0003-0562-3007","0000-0001-8510-4041",
"52c616f1-3e03-4631-81a9-783a132b0e41","ABBY_070.basePlot.vst","2020-09-23","vst_ABBY_2020","D16","ABBY","ABBY_070","NEON.PLA.D16.ABBY.00669",,"ok","single bole tree","Live",15.0,130,"noChange",11.2,,,,4.7,4.7,"Mostly shaded",,,,,,,,,,,,,,,"0000-0002-7203-5072","0000-0003-0562-3007",
"b2c5a860-5c07-449c-b966-c9971883626e","ABBY_061.basePlot.vst","2020-09-23","vst_ABBY_2020","D16","ABBY","ABBY_061","NEON.PLA.D16.ABBY.00893","10","ok","small shrub","Live, physically damaged",,,"noChange",,,,,,,,"oblate half-sphere",1.5,10,,,,,,,,,,,,"0000-0003-0562-3007","0000-0001-8510-4041",
"e0ef1485-74cf-4a1b-b5b9-96eb3be25a35","ABBY_061.basePlot.vst","2020-09-23","vst_ABBY_2020","D16","ABBY","ABBY_061","NEON.PLA.D16.ABBY.03152",,"ok","single bole tree","Live",14.6,130,"noChange",9.8,,,,4.6,4.3,"Partially shaded",,,,,,,,,,,,,,,"0000-0003-2593-761X","0000-0002-0205-7735",
"513c11b5-7595-45c8-bd24-00539e7f4a41","ABBY_061.basePlot.vst","2020-09-23","vst_ABBY_2020","D16","ABBY","ABBY_061","NEON.PLA.D16.ABBY.03853",,"ok","single bole tree","Live",13.2,130,"noChange",8.2,,,,4.1,3.9,"Partially shaded",,,,,,,,,,,,,,,"0000-0003-0562-3007","0000-0001-8510-4041",
"489649aa-7c8f-45bd-bc62-3518e24ba8d7","ABBY_070.basePlot.vst","2020-09-23","vst_ABBY_2020","D16","ABBY","ABBY_070","NEON.PLA.D16.ABBY.00675",,"ok","single bole tree","Live",23.0,130,"noChange",11.7,,,,5.6,5.3,"Partially shaded",,,,,,,,,,,,,,,"0000-0002-7203-5072","0000-0003-0562-3007",
"96e91e57-368b-4c7f-bd51-aa82e156e49a","ABBY_061.basePlot.vst","2020-09-23","vst_ABBY_2020","D16","ABBY","ABBY_061","NEON.PLA.D16.ABBY.00894",,"ok","single bole tree","Live",16.8,130,"noChange",10.5,,,,5.1,4.0,"Mostly shaded",,,,,,,,,,,,,,,"0000-0002-7203-5072","0000-0001-9521-413X",
"ef3fd8ee-44a3-4c73-aa67-97fb28c95a92","ABBY_061.basePlot.vst","2020-09-23","vst_ABBY_2020","D16","ABBY","ABBY_061","NEON.PLA.D16.ABBY.00715","1","ok","sapling","Live",,,"noChange",0.8,,,,,,"Partially shaded",,1.7,10,,,,,,,,,,,,"0000-0003-0562-3007","0000-0001-8510-4041",
"1eec06ec-8791-4be6-aba1-85b23e3a4d86","ABBY_061.basePlot.vst","2020-09-23","vst_ABBY_2020","D16","ABBY","ABBY_061","NEON.PLA.D16.ABBY.00937","2","ok","small shrub","Live, physically damaged",,,"noChange",,,,,,,,"half-sphere",5.4,10,,,,,,,,,,,"Thinned","0000-0003-2593-761X","0000-0002-0205-7735",
"5a7133d2-314f-4b44-87a0-cbaf3ae1d9d4","ABBY_061.basePlot.vst","2020-09-23","vst_ABBY_2020","D16","ABBY","ABBY_061","NEON.PLA.D16.ABBY.03852",,"ok","single bole tree","Live",12.0,130,"noChange",10.5,,,,4.9,4.3,"Mostly shaded",,,,,,,,,,,,,,,"0000-0002-7203-5072","0000-0001-9521-413X",
"a4af230f-35d6-4543-9eeb-50e99e94a27f","ABBY_061.basePlot.vst","2020-09-23","vst_ABBY_2020","D16","ABBY","ABBY_061","NEON.PLA.D16.ABBY.03155","1","ok","single shrub","Live",1.2,130,"noChange",2.6,1.4,,,1.7,1.6,"Partially shaded","ellipsoid or sphere",1.6,10,,,,,,,,,,,,"0000-0003-0562-3007","0000-0001-8510-4041",
"79e408bf-3408-4aa4-b957-358d114dd132","ABBY_070.basePlot.vst","2020-09-23","vst_ABBY_2020","D16","ABBY","ABBY_070","NEON.PLA.D16.ABBY.03195","1","ok","small shrub","Live",,,"noChange",1.0,0.6,,,1.1,0.6,"Full shade","ellipsoid or sphere",1.2,10,,,,,,,,,,,,"0000-0002-7203-5072","0000-0003-0562-3007",
"5e285472-29ce-4496-b5c2-3ed59eb232a1","ABBY_061.basePlot.vst","2020-09-23","vst_ABBY_2020","D16","ABBY","ABBY_061","NEON.PLA.D16.ABBY.03769","1","ok","sapling","Live",,,"noChange",0.9,,,,,,"Partially shaded",,1.5,10,,,,,,,,,,,,"0000-0003-2593-761X","0000-0002-0205-7735",
"3b7f3470-048e-433f-bb3f-64a8a8d7f1c7","ABBY_070.basePlot.vst","2020-09-23","vst_ABBY_2020","D16","ABBY","ABBY_070","NEON.PLA.D16.ABBY.00677","1","ok","small tree","Live",1.5,130,"noChange",3.1,,,,2.3,1.5,"Mostly shaded",,,,,,,,,,,,,,,"0000-0002-7203-5072","0000-0003-0562-3007",
"f620ff9f-f648-4aa3-b982-16996ef194f6","ABBY_061.basePlot.vst","2020-09-23","vst_ABBY_2020","D16","ABBY","ABBY_061","NEON.PLA.D16.ABBY.03760",,"ok","single bole tree","Live",14.0,130,"noChange",10.0,,,,4.8,4.4,"Partially shaded",,,,,,,,,,,,,,,"0000-0002-7203-5072","0000-0001-9521-413X",
"16cd1e33-9658-4401-b2b2-379d237d593d","ABBY_061.basePlot.vst","2020-09-23","vst_ABBY_2020","D16","ABBY","ABBY_061","NEON.PLA.D16.ABBY.00532",,"ok","single bole tree","Live",11.0,130,"noChange",8.2,,,,3.8,3.7,"Partially shaded",,,,,,,,,,,,,,,"0000-0003-2593-761X","0000-0002-0205-7735",
"e17eec1a-f029-445c-9c4c-bf16759e3a6e","ABBY_061.basePlot.vst","2020-09-23","vst_ABBY_2020","D16","ABBY","ABBY_061","NEON.PLA.D16.ABBY.03763",,"ok","single bole tree","Live",13.0,130,"noChange",9.1,,,,4.0,3.2,"Partially shaded",,,,,,,,,,,,,,,"0000-0003-0562-3007","0000-0001-8510-4041",
"dd42aed2-9e98-44fc-8d75-24a1e25390c7","ABBY_061.basePlot.vst","2020-09-23","vst_ABBY_2020","D16","ABBY","ABBY_061","NEON.PLA.D16.ABBY.00899","1","ok","sapling","Live, physically damaged",,,"noChange",0.9,,,,,,"Partially shaded",,1.6,10,,,,,,,,,,,,"0000-0003-0562-3007","0000-0001-8510-4041",
"9825202d-3a21-48ef-a7e7-276500bc6f56","ABBY_070.basePlot.vst","2020-09-23","vst_ABBY_2020","D16","ABBY","ABBY_070","NEON.PLA.D16.ABBY.00956","1","ok","small tree","Live",2.0,130,"noChange",4.7,,,,1.4,1.1,"Mostly shaded",,,,,,,,,,,,,,,"0000-0002-7203-5072","0000-0003-0562-3007",
"481bd465-8361-4c2a-bb33-5c829cbe8874","ABBY_070.basePlot.vst","2020-09-23","vst_ABBY_2020","D16","ABBY","ABBY_070","NEON.PLA.D16.ABBY.00664",,"ok","single bole tree","Live",15.0,140,"noChange",8.3,,,,4.9,4.6,"Partially shaded",,,,,,,,,,,,,,,"0000-0002-7203-5072","0000-0003-0562-3007",
"a874ae88-d06c-40c2-a3af-987cb5320eb9","ABBY_061.basePlot.vst","2020-09-23","vst_ABBY_2020","D16","ABBY","ABBY_061","NEON.PLA.D16.ABBY.03826","2","ok","small shrub","Live",,,"noChange",,,,,,,,"cylinder",1.1,10,,,,,,,,,,,,"0000-0003-0562-3007","0000-0001-8510-4041",
"dd21d444-d131-4e68-8efc-29e5be26e36f","ABBY_061.basePlot.vst","2020-09-23","vst_ABBY_2020","D16","ABBY","ABBY_061","NEON.PLA.D16.ABBY.00725",,"ok","single bole tree","Live",13.8,130,"noChange",9.8,,,,3.5,3.4,"Mostly shaded",,,,,,,,,,,,,,,"0000-0003-0562-3007","0000-0001-8510-4041",
"4bcf4b26-27e0-462e-a998-8890b465062f","ABBY_061.basePlot.vst","2020-09-23","vst_ABBY_2020","D16","ABBY","ABBY_061","NEON.PLA.D16.ABBY.00891","4","ok","small shrub","Live, physically damaged",,,"noChange",,,,,,,,"cylinder",1.0,10,,,,,,,,,,,,"0000-0003-0562-3007","0000-0001-8510-4041",
"df643806-82c7-497c-93e9-a1215b73632a","ABBY_070.basePlot.vst","2020-09-23","vst_ABBY_2020","D16","ABBY","ABBY_070","NEON.PLA.D16.ABBY.00676","1","ok","small tree","Live",3.5,130,"noChange",5.0,,,,2.7,2.5,"Partially shaded",,,,,,,,,,,,,,,"0000-0002-7203-5072","0000-0003-0562-3007",
"5c222983-f518-4a16-9f09-b857d3ac6a86","ABBY_070.basePlot.vst","2020-09-23","vst_ABBY_2020","D16","ABBY","ABBY_070","NEON.PLA.D16.ABBY.00670",,"ok","single bole tree","Live",13.1,150,"noChange",10.7,,,,4.3,3.8,"Partially shaded",,,,,,,,,,,,,,,"0000-0002-7203-5072","0000-0003-0562-3007",
"9c9ef6fd-f719-4f95-ab2a-894c4e995419","ABBY_061.basePlot.vst","2020-09-23","vst_ABBY_2020","D16","ABBY","ABBY_061","NEON.PLA.D16.ABBY.03759",,"ok","single bole tree","Live",14.4,130,"noChange",8.1,,,,4.7,4.0,"Partially shaded",,,,,,,,,,,,,,,"0000-0002-7203-5072","0000-0001-9521-413X",
"f82227ee-6bcf-4a66-be95-43234b10f48e","ABBY_070.basePlot.vst","2020-09-23","vst_ABBY_2020","D16","ABBY","ABBY_070","NEON.PLA.D16.ABBY.00954","5","ok","small tree","Live",1.4,130,"noChange",,,,,,,,,,,,,,,,,,,,,,"0000-0002-7203-5072","0000-0003-0562-3007",
"328fa42f-294f-4749-b313-29745eee4218","ABBY_070.basePlot.vst","2020-09-23","vst_ABBY_2020","D16","ABBY","ABBY_070","NEON.PLA.D16.ABBY.00954","4","ok","small tree","Live",2.1,130,"noChange",,,,,,,,,,,,,,,,,,,,,,"0000-0002-7203-5072","0000-0003-0562-3007",
"cc30b10a-81fa-4052-870d-1269a57f5c3b","ABBY_061.basePlot.vst","2020-09-23","vst_ABBY_2020","D16","ABBY","ABBY_061","NEON.PLA.D16.ABBY.00660",,"ok","single bole tree","Dead, broken bole",41.6,130,"noChange",3.4,,3.4,10.0,0.6,0.4,"Full sun",,,,,,,,,,,,,,"Cause of death unknown","0000-0003-2593-761X","0000-0002-0205-7735",
