Symbol,Synonym Symbol,Scientific Name with Author,Common Name,Family
TALY,TASC3,Taraxacum scopulorum (A. Gray) Rydb.,,
TALY,TASI2,Taraxacum sibiricum Dahlst.,,
TAMAR,,Tamarindus L.,tamarind,Fabaceae
TAMAR2,,Tamarix L.,tamarisk,Tamaricaceae
TAMAU2,,Tamaulipa R.M. King & H. Rob.,boneset,Asteraceae
TAME2,,Taxus Ã—media Rehder,hybrid yew,Taxaceae
TAMI,,Tagetes micrantha Cav.,licorice marigold,Asteraceae
TAMI,TAFR2,Tagetes fragrantissima SessÃ© & Moc.,,
TAMI2,,Tagetes minima L.,miniature marigold,Asteraceae
TAMI3,,Tagetes minuta L.,muster John Henry,Asteraceae
TAMI3,TABO2,Tagetes bonariensis Pers.,,
TAMI3,TAGL2,Tagetes glandulifera Schrank,,
TAMI3,TAGL3,Tagetes glandulosa Schrank ex Link,,
TAMI3,TAPO2,Tagetes porophylla Vell.,,
TAMO,,Taenidia montana (Mack.) Cronquist,mountain pimpernel,Apiaceae
TAMO,PSMO2,Pseudotaenidia montana Mack.,,
TAMON,,Tamonea Aubl.,tamonea,Verbenaceae
TAMU,,Taxodium mucronatum Ten.,Montezuma bald cypress,Cupressaceae
TAMU,TADIM,Taxodium distichum (L.) Rich. var. mexicanum (CarriÃ¨re) Gordon,,
TAMU,TADIM2,Taxodium distichum (L.) Rich. var. mucronatum (Ten.) A. Henry,,
TANA2,,Tapellaria nana (FÃ©e) R. Sant.,tapellaria lichen,Ectolechiaceae
TANAC,,Tanacetum L.,tansy,Asteraceae
TAOB,,Taxilejeunea obtusangula (Spruce) A. Evans,,Lejeuneaceae
TAOF,,Taraxacum officinale F.H. Wigg.,common dandelion,Asteraceae
TAOFC,,Taraxacum officinale F.H. Wigg. ssp. ceratophorum (Ledeb.) Schinz ex Thell.,common dandelion,Asteraceae
TAOFC,TAAM2,Taraxacum ambigens Fernald,,
TAOFC,TAAM3,Taraxacum amphiphron BÃ¶cher,,
TAOFC,TAAMF,Taraxacum ambigens Fernald var. flutius Fernald,,
TAOFC,TAAR4,Taraxacum arctogenum Dahlst.,,
TAOFC,TABR4,Taraxacum brachyceras Dahlst.,,
TAOFC,TACA10,Taraxacum carthamopsis A.E. Porsild,,
TAOFC,TACE,Taraxacum ceratophorum (Ledeb.) DC.,,
TAOFC,TADU,Taraxacum dumetorum Greene,,
TAOFC,TAEU,Taraxacum eurylepium Dahlst.,,
TAOFC,TAHY2,Taraxacum hyperboreum Dahlst.,,
TAOFC,TAIN3,Taraxacum integratum G.E. Haglund,,
TAOFC,TALA,Taraxacum lacerum Greene,,
TAOFC,TALA4,Taraxacum lapponicum Kihlm. ex Hand.-Maz.,,
TAOFC,TALA6,Taraxacum laurentianum Fernald,,
TAOFC,TALA7,Taraxacum latispinulosum M.P. Christ.,,
TAOFC,TALO2,Taraxacum longii Fernald,,
TAOFC,TAMA5,Taraxacum malteanum Dahlst.,,
TAOFC,TAMA6,Taraxacum maurolepium G.E. Haglund,,
TAOFC,TAMI4,Taraxacum mitratum G.E. Haglund,,
TAOFC,TAMU2,Taraxacum multesimum G.E. Haglund,,
TAOFC,TANA,Taraxacum naevosum Dahlst.,,
TAOFC,TAOV,Taraxacum ovinum Rydb.,,
TAOFC,TAPA7,Taraxacum paucisquamosum M. Peck,,
TAOFC,TAPE3,Taraxacum pellianum A.E. Porsild,,
TAOFC,TAPS,Taraxacum pseudonorvegicum Dahlst.,,
TAOFC,TAPU2,Taraxacum purpuridens Dahlst.,,
TAOFC,TATO,Taraxacum torngatense Fernald,,
TAOFC,TATR,Taraxacum trigonolobum Dahlst.,,
TAOFC,TAUM,Taraxacum umbrinum Dahlst.,,
TAOFO,,Taraxacum officinale F.H. Wigg. ssp. officinale,common dandelion,Asteraceae
TAOFO,LELA13,"Leontodon latiloba (DC.) Britton, nom. inq.",,
TAOFO,LETA2,"Leontodon taraxacum L. p.p., nom. inq.",,
TAOFO,TAAT,Taraxacum atroglaucum M.P. Christ.,,
TAOFO,TACA11,Taraxacum campylodes G.E. Haglund,,
TAOFO,TACR,Taraxacum croceum auct. non Dahlst.,,
TAOFO,TACU2,Taraxacum curvidens M.P. Christ.,,
TAOFO,TACY,Taraxacum cyclocentrum M.P. Christ.,,
TAOFO,TADA,Taraxacum dahlstedtii Lindb. f.,,
TAOFO,TADA2,Taraxacum davidssonii M.P. Christ.,,
TAOFO,TADE,Taraxacum devians Dahlst.,,
TAOFO,TADI4,Taraxacum dilutisquameum M.P. Christ.,,
TAOFO,TAFI,Taraxacum firmum Dahlst.,,
TAOFO,TAIS,Taraxacum islandiciforme Dahlst.,,
TAOFO,TAKO80,Taraxacum kok-saghyz auct. non Rodin,,
TAOFO,TALA5,"Taraxacum latilobum DC., nom. inq.",,
TAOFO,TAOFP,Taraxacum officinale F.H. Wigg. var. palustre (Lyons) Blytt p.p.,,
TAOFO,TAOFV,"Taraxacum officinale F.H. Wigg. ssp. vulgare (Lam.) Schinz & R. Keller, nom. inq.",,
TAOFO,TAPAV,"Taraxacum palustre (Lyons) Symons var. vulgare (Lam.) Fernald, nom. inq.",,
TAOFO,TAPL,Taraxacum pleniflorum M.P. Christ.,,
TAOFO,TARE,Taraxacum retroflexum Lindb. f.,,
TAOFO,TARH,Taraxacum rhodolepis Dahlst.,,
TAOFO,TAUN,Taraxacum undulatum Lindb. f. & Marklund,,
TAOFO,TAVA2,Taraxacum vagans G.E. Haglund,,
TAOFO,TAVU2,"Taraxacum vulgare Lam., nom. inq.",,
TAOFO,TAXA,Taraxacum xanthostigma Lindb. f.,,
TAOP2,,Taralea oppositifolia Aubl.,opposite taralea,Fabaceae
TAOP2,DIOP2,Dipteryx oppositifolia (Aubl.) Willd.,,
TAPA,,Tagetes patula L.,French marigold,Asteraceae
TAPA,TACO4,Tagetes corymbosa Sweet,,
TAPA,TARE3,Tagetes remotiflora Kunze,,
TAPA,TASI3,Tagetes signata Bartling,,
TAPA,TATE4,Tagetes tenuifolia Millsp.,,
TAPA2,,Talinum paniculatum (Jacq.) Gaertn.,jewels of Opar,Portulacaceae
TAPA2,POPA21,Portulaca paniculata Jacq.,,
TAPA2,TACH,Talinum chrysanthum Rose & Standl.,,
TAPA2,TAPAP,Talinum paniculatum (Jacq.) Gaertn. var. paniculatum,,
TAPA2,TAPAS,Talinum paniculatum (Jacq.) Gaertn. var. sarmentosum (Engelm.) Poelln.,,
TAPA2,TARE2,Talinum reflexum Cav.,,
TAPA2,TASP6,"Talinum spathulatum Engelm. ex A. Gray, nom. inq.",,
TAPA4,,Tamarix parviflora DC.,smallflower tamarisk,Tamaricaceae
TAPA4,TATE5,Tamarix tetrandra auct. non Pall.,,
TAPA5,,Tauschia parishii (J.M. Coult. & Rose) J.F. Macbr.,Parish's umbrellawort,Apiaceae
TAPA6,,Tanacetum parthenium (L.) Sch. Bip.,feverfew,Asteraceae
TAPA6,CHPA33,Chrysanthemum parthenium (L.) Bernh.,,
TAPA6,MAPA18,Matricaria parthenium L.,,
TAPA9,,Taraxacum palustre (Lyons) Symons,marsh dandelion,Asteraceae
TAPA9,TATU,Taraxacum turfosum (Sch. Bip.) Soest,,
TAPE6,,Talisia pedicellaris Radlk. [excluded],,Sapindaceae
TAPEL,,Tapellaria MÃ¼ll. Arg.,tapellaria lichen,Ectolechiaceae
TAPH,,Taraxacum phymatocarpum J. Vahl,northern dandelion,Asteraceae
TAPH,TAAL,Taraxacum alaskanum Rydb.,,
TAPH,TAAR5,Taraxacum arcticum (Trautv.) Dahlst.,,
TAPH,TAHY,Taraxacum hyparcticum Dahlst.,,
TAPH,TALA3,Taraxacum lateritium Dahlst.,,
TAPH,TAMA3,Taraxacum mackenziense A.E. Porsild,,
TAPH,TAPU3,Taraxacum pumilum Dahlst.,,
TAPL2,,Taxithelium planum (Brid.) Mitt.,taxithelium moss,Sematophyllaceae
TAPO4,,Talinum portulacifolium (Forssk.) Asch. ex Schweinf.,flameflower,Portulacaceae
TAPU5,,Tagetes pusilla Kunth,lesser marigold,Asteraceae
TARA,,Tamarix ramosissima Ledeb.,saltcedar,Tamaricaceae
TARAL,,Taralea Aubl.,taralea,Fabaceae
TARAX,,Taraxacum F.H. Wigg.,dandelion,Asteraceae
TAREN,,Tarenna Gaertn.,,Rubiaceae
TARGI,,Targionia L.,,Targioniaceae
TARI,,Tabebuia rigida Urb.,roble de sierra,Bignoniaceae
TARO,,Tabebuia rosea (Bertol.) DC.,pink trumpet-tree,Bignoniaceae
TARO3,,Tabernaemontana rotensis (Kaneh.) Fosberg ex Stone,,Apocynaceae
TASA2,,Tarenna sambucina (G. Forst.) Durand,,Rubiaceae
TASC2,,Tabebuia schumanniana Urb.,roble colorado,Bignoniaceae
TASE3,,Tayloria serrata (Hedw.) Bruch & Schimp.,serrate dung moss,Splachnaceae
TASE3,TASEF,Tayloria serrata (Hedw.) Bruch & Schimp. var. flagellaris (Brid.) Bruch & Schimp.,,
TASE3,TASET,Tayloria serrata (Hedw.) Bruch & Schimp. var. tenuis (With.) Bruch & Schimp.,,
TASE3,TATE6,Tayloria tenuis (With.) Schimp.,,
TASE4,,Tabebuia serratifolia (Vahl) G. Nicholson,yellow poui,Bignoniaceae
TASP3,,Tayloria splachnoides (Schleich. ex SchwÃ¤gr.) Hook.,splachnoid dung moss,Splachnaceae
TASP4,,Taraxacum spectabile Dahlst.,showy dandelion,Asteraceae
TAST,,Tauschia stricklandii (J.M. Coult. & Rose) Mathias & Constance,Strickland's umbrellawort,Apiaceae
TAST,HEST6,Hesperogenia stricklandii J.M. Coult. & Rose,,
TAST3,,Tamarix stricta Boiss.,,Tamaricaceae
TATA,,Taxiphyllum taxirameum (Mitt.) Fleisch.,taxiphyllum moss,Hypnaceae
TATA,PLGE3,Plagiothecium geophilum (Austin) Grout,,
TATA,PLPL2,Plagiothecium planissimum (Mitt.) E.B. Bartram,,
TATA,TAGE,Taxiphyllum geophilum (Austin) Fleisch.,,
TATA,TAPL3,Taxiphyllum planissimum (Mitt.) Broth.,,
TATE2,,Tauschia texana A. Gray,Texas umbrellawort,Apiaceae
TATE3,,Tauschia tenuissima (Geyer ex Hook.) Mathias & Constance,Leiberg's umbrellawort,Apiaceae
TATE3,LEOR3,Leibergia orogenioides J.M. Coult. & Rose,,
TATE3,LOOR5,Lomatium orogenioides (J.M. Coult. & Rose) Mathias,,
TATE7,,Tamarix tetragyna C. Ehrenb.,four-stamen tamarisk,Tamaricaceae
TATR2,,Talinum triangulare (Jacq.) Willd.,Ceylon spinach,Portulacaceae
TATR2,TAFR4,Talinum fruticosum (L.) Juss.,,
TAUSC,,Tauschia Schltdl.,umbrellawort,Apiaceae
TAVU,,Tanacetum vulgare L.,common tansy,Asteraceae
TAVU,CHVU3,Chrysanthemum vulgare (L.) Bernh.,,
TAVU,TABO4,Tanacetum boreale Fisch. ex DC.,,
TAVU,TAVUC,Tanacetum vulgare L. var. crispum DC.,,
TAXIL,,Taxilejeunea (Spruce) Schiffn.,,Lejeuneaceae
TAXIP,,Taxiphyllum Fleisch.,taxiphyllum moss,Hypnaceae
TAXIT,,Taxithelium Spruce ex Mitt.,taxithelium moss,Sematophyllaceae
TAXOD,,Taxodium Rich.,bald cypress,Cupressaceae
TAXUS,,Taxus L.,yew,Taxaceae
TAYLO,,Tayloria Hook.,tayloria dung moss,Splachnaceae
TEAC,,Tetraneuris acaulis (Pursh) Greene,stemless four-nerve daisy,Asteraceae
TEACA,,Tetraneuris acaulis (Pursh) Greene var. arizonica (Greene) K.F. Parker,Arizona four-nerve daisy,Asteraceae
TEACA,ACACA,Actinea acaulis (Pursh) Spreng. var. arizonica (Greene) S.F. Blake,,
TEACA,HYACA2,Hymenoxys acaulis (Pursh) K.F. Parker var. arizonica (Greene) K.F. Parker,,
TEACA2,,Tetraneuris acaulis (Pursh) Greene var. acaulis,stemless four-nerve daisy,Asteraceae
TEACA2,ACAC2,Actinea acaulis (Pursh) Spreng.,,
TEACA2,ACAC3,Actinella acaulis (Pursh) Nutt.,,
TEACA2,HYAC4,Hymenoxys acaulis (Pursh) K.F. Parker,,
TEACA2,TESI,Tetraneuris simplex A. Nelson,,
TEACC,,Tetraneuris acaulis (Pursh) Greene var. caespitosa A. Nelson,caespitose four-nerve daisy,Asteraceae
TEACC,HYACC2,Hymenoxys acaulis (Pursh) K.F. Parker var. caespitosa (A. Nelson) K.F. Parker,,
TEACC,HYACL,Hymenoxys acaulis (Pursh) K.F. Parker var. lanata (Greene) Cronquist,,
TEACC,TEBR2,Tetraneuris brevifolia Greene,,
TEACE,,Tetraneuris acaulis (Pursh) Greene var. epunctata (A. Nelson) Kartesz & Gandhi,stemless four-nerve daisy,Asteraceae
TEACE,HYACE,Hymenoxys acaulis (Pursh) K.F. Parker var. epunctata (A. Nelson) Cronquist,,
TEACE,TEEP,Tetraneuris epunctata A. Nelson,,
TEACN,,Tetraneuris acaulis (Pursh) Greene var. nana (S.L. Welsh) Kartesz & Gandhi,stemless four-nerve daisy,Asteraceae
TEACN,HYACN,Hymenoxys acaulis (Pursh) K.F. Parker var. nana S.L. Welsh,,
TEAF2,,Telosma africana (N.E. Br.) N.E. Br.,African telosma,Asclepiadaceae
TEAF2,PEAF2,Pergularia africana N.E. Br.,,
TEAG2,,"Tephromela aglaeida Nyl., nom. inq.",,Bacidiaceae
TEAG2,LEAG3,Lecidea aglaeida Nyl.,,
TEAG60,,Tephromela aglaea (Sommerf.) Hertel & Rambold,tephromela lichen,Bacidiaceae
TEAG60,LEAG2,Lecidea aglaea Sommerf.,,
TEAL,,Teliostachya alopecuroidea (Vahl) Nees,pata de gallina,Acanthaceae
TEAL,LEAL9,Lepidagathis alopecuroidea (Vahl) R. Br. ex Griseb.,,
TEAL,RUAL15,Ruellia alopecuroidea Vahl,,
TEAM,,Tectaria Ã—amesiana A.A. Eaton (pro sp.),halberd fern,Dryopteridaceae
TEAN,,Tephrosia angustissima Shuttlw. ex Chapm.,narrowleaf hoarypea,Fabaceae
TEAN2,,Tetrazygia angustifolia (Sw.) DC.,stinkingfish,Melastomataceae
TEAN5,,Tetraplodon angustatus (Hedw.) Bruch & Schimp.,toothedleaf nitrogen moss,Splachnaceae
TEANA,,Tephrosia angustissima Shuttlw. ex Chapm. var. angustissima,narrowleaf hoarypea,Fabaceae
TEANA,CRAN13,Cracca angustissima (Shuttlw. ex Chapm.) Kuntze,,
TEANA,TEPU4,Tephrosia purpurea auct. non (L.) Pers.,,
TEANC,,Tephrosia angustissima Shuttlw. ex Chapm. var. corallicola (Small) Isely,narrowleaf hoarypea,Fabaceae
TEANC,CRCO25,Cracca corallicola Small,,
TEANC,TECO4,Tephrosia corallicola (Small) LÃ©on,,
TEANC2,,Tephrosia angustissima Shuttlw. ex Chapm. var. curtissii (Small ex Rydb.) Isely,Curtiss' hoarypea,Fabaceae
TEANC2,CRCU3,Cracca curtissii Small ex Rydb.,,
TEANC2,TECU2,Tephrosia curtissii (Small ex Rydb.) Shinners,,
TEANC2,TESE,Tephrosia seminole Shinners,,
TEAR,,Tetradymia argyraea Munz & Roos,striped cottonthorn,Asteraceae
TEAR3,,Tetramolopium arenarium (A. Gray) Hillebr.,Maui tetramolopium,Asteraceae
TEAR4,,Tetraneuris argentea (A. Gray) Greene,perkysue,Asteraceae
TEAR4,ACAR4,Actinella argentea A. Gray,,
TEAR4,HYAR5,Hymenoxys argentea (A. Gray) K.F. Parker,,
TEAR6,,Teloschistes arcticus Zahlbr.,arctic teloschistes lichen,Teloschistaceae
TEAR60,,Tephromela armeniaca (DC.) Hertel & Rambold,Armenia tephromela lichen,Bacidiaceae
TEAR60,LEAR23,Lecidea armeniaca (DC.) Fr.,,
TEAR7,,Tetraclinis articulata (Vahl) Masters,arar tree,Cupressaceae
TEARA,,Tetramolopium arenarium (A. Gray) Hillebr. ssp. arenarium,Maui tetramolopium,Asteraceae
TEARA2,,Tetramolopium arenarium (A. Gray) Hillebr. ssp. arenarium var. arenarium,Maui tetramolopium,Asteraceae
TEARC,,Tetramolopium arenarium (A. Gray) Hillebr. ssp. arenarium var. confertum Sherff,Maui tetramolopium,Asteraceae
TEARL,,Tetramolopium arenarium (A. Gray) Hillebr. ssp. laxum Lowrey,Maui tetramolopium,Asteraceae
TEARL,TEARD,Tetramolopium arenarium (A. Gray) Hillebr. var. dentatum Hillebr.,,
TEAT2,,Tephroseris atropurpurea (Ledeb.) Holub,arctic groundsel,Asteraceae
TEAT60,,Tephromela atra (Huds.) Hafellner,tephromela lichen,Bacidiaceae
TEAT60,LEAT7,Lecanora atra (Huds.) Ach.,,
TEATA,,Tephroseris atropurpurea (Ledeb.) Holub ssp. atropurpurea,arctic groundsel,Asteraceae
TEATA,SEAT2,Senecio atropurpureus (Ledeb.) Fedtsch.,,
TEATA,TEINA,Tephroseris integrifolia (L.) Holub ssp. atropurpurea (Ledeb.) B. Nord.,,
TEATF2,,Tephroseris atropurpurea (Ledeb.) Holub ssp. frigida (Richardson) Ã. LÃ¶ve & D. LÃ¶ve,arctic groundsel,Asteraceae
TEATF2,SEATF2,Senecio atropurpureus (Ledeb.) Fedtsch. ssp. frigidus (Richardson) HultÃ©n,,
TEATF2,SEATU2,Senecio atropurpureus (Ledeb.) Fedtsch. var. ulmeri (Steffen) A.E. Porsild,,
TEATF2,SEFR6,Senecio frigidus (Richardson) Less.,,
TEATF2,TEFR2,Tephroseris frigida (Richardson) Holub,,
TEAX,,Tetradymia axillaris A. Nelson,longspine horsebrush,Asteraceae
TEAXA,,Tetradymia axillaris A. Nelson var. axillaris,longspine horsebrush,Asteraceae
TEAXL,,Tetradymia axillaris A. Nelson var. longispina (M.E. Jones) Strother,longspine horsebrush,Asteraceae
TEAXL,TESPL,Tetradymia spinosa Hook. & Arn. var. longispina M.E. Jones,,
TEBA,,Tetragastris balsamifera (Sw.) Oken,masa,Burseraceae
TEBA,HEBA3,Hedwigia balsamifera Sw.,,
TEBE,,Terminalia bellirica (Gaertn.) Roxb.,myrobalan,Combretaceae
TEBI,,Tetrazygia bicolor (Mill.) Cogn.,Florida clover ash,Melastomataceae
TEBI2,,Tetrazygia biflora (Cogn.) Urb.,Puerto Rico clover ash,Melastomataceae
TEBI2,MEBI2,Menendezia biflora (Cogn.) Britton,,
TEBO,,Teucrium botrys L.,cutleaf germander,Lamiaceae
TEBR,,Tetraneuris brandegeei (Porter ex A. Gray) K.F. Parker,Brandegee's four-nerve daisy,Asteraceae
TEBR,HYBR,Hymenoxys brandegeei Porter ex A. Gray,,
TEBR,RYBR,Rydbergia brandegeei (Porter ex A. Gray) Rydb.,,
TEBR3,,Tetrodontium brownianum (Dicks.) SchwÃ¤gr.,Brown's tetrodontium moss,Tetraphidaceae
TEBR3,TEBR4,Tetraphis brownianum (Dicks.) Grev.,,
TEBU2,,Tetrapterys buxifolia Cav.,boxleaf,Malpighiaceae
TECA,,Terminalia catappa L.,tropical almond,Combretaceae
TECA16,,Terminalia carolinensis Kaneh.,terminalia,Combretaceae
TECA17,,Teloschistes californicus Sipman,,Teloschistaceae
TECA17,TEVI5,Teloschistes villosus auct.,,
TECA2,,Tetradymia canescens DC.,spineless horsebrush,Asteraceae
TECA2,TECAI,Tetradymia canescens DC. var. inermis (Rydb.) Payson,,
TECA3,,Teucrium canadense L.,Canada germander,Lamiaceae
TECA4,,Tetramicra canaliculata (Aubl.) Urb.,serpentine wallflower orchid,Orchidaceae
TECA4,TEEL2,Tetramicra elegans (Ham.) Cogn.,,
TECA5,,Tephrosia candida DC.,white hoarypea,Fabaceae
TECA5,CRCA10,Cracca candida (DC.) Kunth,,
TECA5,XICA,Xiphocarpus candidus (DC.) Endl.,,
TECA7,,Tetramolopium capillare (Gaudich.) H. St. John,pamakani,Asteraceae
TECA7,LUCA16,Luteidiscus capillaris (Gaudich.) H. St. John,,
TECA7,SECA10,Senecio capillaris Gaudich.,,
TECA8,,Tecoma capensis (Thunb.) Lindl.,Cape honeysuckle,Bignoniaceae
TECA8,BICA5,Bignonia capensis Thunb.,,
TECA8,TECA80,Tecomaria capensis (Thunb.) Spach,,
TECA9,,Tecoma castanifolia (D. Don) Melchior,chestnutleaf trumpetbush,Bignoniaceae
TECA9,TEGA2,Tecoma gaudichaudii DC.,,
TECAC,,Teucrium canadense L. var. canadense,Canada germander,Lamiaceae
TECAC,TECAA,Teucrium canadense L. var. angustatum A. Gray,,
TECAC,TECAL,Teucrium canadense L. var. littorale (E.P. Bicknell) Fernald,,
TECAC,TECAV,Teucrium canadense L. var. virginicum (L.) Eaton,,
TECAC,TELI5,Teucrium littorale E.P. Bicknell,,
TECAH,,Teucrium canadense L. var. hypoleucum Griseb.,Canada germander,Lamiaceae
TECAH,TECAN,Teucrium canadense L. var. nashii (Kearney) Shinners,,
TECAH,TENA,Teucrium nashii Kearney,,
TECAO,,Teucrium canadense L. var. occidentale (A. Gray) E.M. McClint. & Epling,western germander,Lamiaceae
TECAO,TEBO3,Teucrium boreale E.P. Bicknell,,
TECAO,TECAB,Teucrium canadense L. var. boreale (E.P. Bicknell) Shinners,,
TECAO,TECAO2,Teucrium canadense L. ssp. occidentale (A. Gray) W.A. Weber,,
TECAO,TECAV2,Teucrium canadense L. ssp. viscidum (Piper) Roy L. Taylor & MacBryde p.p.,,
TECAO,TEOC,Teucrium occidentale A. Gray,,
TECAO,TEOCB,Teucrium occidentale A. Gray var. boreale (E.P. Bicknell) Fernald,,
TECH,,Tephrosia chrysophylla Pursh,scurf hoarypea,Fabaceae
TECH,CRCA12,Cracca carpenteri Rydb.,,
TECH,CRCH4,Cracca chapmanii (Vail) Small,,
TECH,CRCH5,Cracca chrysophylla (Pursh) Kuntze,,
TECH,TECA13,Tephrosia carpenteri (Rydb.) Killip,,
TECH2,,Teloschistes chrysophthalmus (L.) Th. Fr.,teloschistes lichen,Teloschistaceae
TECH3,,Terminalia chebula (Gaertn.) Retz.,myrobalan,Combretaceae
TECH4,,Teucrium chamaedrys L.,wall germander,Lamiaceae
TECI,,Tectaria cicutaria (L.) Copeland,button fern,Dryopteridaceae
TECI2,,Tephrosia cinerea (L.) Pers.,ashen hoarypea,Fabaceae
TECI2,CRCI5,Cracca cinerea (L.) Morong,,
TECO,,Tetraclea coulteri A. Gray,Coulter's wrinklefruit,Verbenaceae
TECO,TECOA,Tetraclea coulteri A. Gray var. angustifolia (Wooton & Standl.) A. Nelson & J.F. Macbr.,,
TECO11,,Telosma cordata (Burm. f.) Merr.,,Asclepiadaceae
TECO2,,Tetradymia comosa A. Gray,hairy horsebrush,Asteraceae
TECO3,,Tectaria coriandrifolia (Sw.) Underw.,Hattie Bauer's halberd fern,Dryopteridaceae
TECO5,,Tetramolopium consanguineum (A. Gray) Hillebr.,forest tetramolopium,Asteraceae
TECO6,,Tetramolopium conyzoides (A. Gray) Hillebr.,smallhead tetramolopium,Asteraceae
TECO6,TECOD,Tetramolopium conyzoides (A. Gray) Hillebr. var. dentatum (H. Mann) Sherff,,
TECO7,,Teesdalia coronopifolia (Bergeret) Thell.,lesser shepherdscress,Brassicaceae
TECO7,THCO8,Thlaspi coronopifolia Bergeret,,
TECO8,,Teloschistes contortuplicatus (Ach.) Clauzade & Rondon ex Vezda,teloschistes lichen,Teloschistaceae
TECO9,,Tetracarpidium conophorum (MÃ¼ll. Arg.) Hutch. & Dalziel,tetracarpidium,Euphorbiaceae
TECOC,,Tetramolopium consanguineum (A. Gray) Hillebr. ssp. consanguineum,forest tetramolopium,Asteraceae
TECOK,,Tetramolopium consanguineum (A. Gray) Hillebr. ssp. leptophyllum (Sherff) Lowrey var. kauense Lowrey,Kauai tetramolopium,Asteraceae
TECOL,,Tetramolopium consanguineum (A. Gray) Hillebr. ssp. leptophyllum (Sherff) Lowrey,forest tetramolopium,Asteraceae
TECOL2,,Tetramolopium consanguineum (A. Gray) Hillebr. ssp. leptophyllum (Sherff) Lowrey var. leptophyllum Sherff,forest tetramolopium,Asteraceae
TECOM,,Tecoma Juss.,trumpetbush,Bignoniaceae
TECOM2,,Tecomanthe Baill.,tecomanthe,Bignoniaceae
TECR,,Tetrazygia crotonifolia (Desr.) DC.,hillside clover ash,Melastomataceae
TECR2,,Tectaria crenata Cav.,,Dryopteridaceae
TECTA,,Tectaria Cav.,halberd fern,Dryopteridaceae
TECTO,,Tectona L. f.,tectona,Verbenaceae
TECU,,Teucrium cubense Jacq.,small coastal germander,Lamiaceae
TECUC,,Teucrium cubense Jacq. var. cubense,small coastal germander,Lamiaceae
TECUD2,,Teucrium cubense Jacq. var. densum Jeps.,small coastal germander,Lamiaceae
TECUD2,TECUD,Teucrium cubense Jacq. ssp. depressum (Small) E.M. McClint. & Epling,,
TECUL2,,Teucrium cubense Jacq. var. laevigatum (Vahl) Shinners,small coastal germander,Lamiaceae
TEDA,,Tetradium daniellii (Benn.) T.G. Hartley,bee-bee tree,Rutaceae
TEDA,EUDA6,Euodia daniellii (Benn.) Hemsl.,,
TEDA,EUHU3,Euodia hupehensis Dode,,
TEDE4,,Tecomanthe dendrophila (Blume) K. Schum.,,Bignoniaceae
TEDI,,Tetracoccus dioicus Parry,red shrubby-spurge,Euphorbiaceae
TEDR2,,Tetrachne dregei Nees,robies cocksfoot,Poaceae
TEEL,,Tetrazygia elaeagnoides (Sw.) DC.,krekre,Melastomataceae
TEES,,Tectaria estremeriana Proctor & A.M. Evans,Puerto Rico halberd fern,Dryopteridaceae
TEESD,,Teesdalia W.T. Aiton,shepardscress,Brassicaceae
TEEX2,,Teloschistes exilis (Michx.) Vain.,teloschistes lichen,Teloschistaceae
TEFI,,Tetradymia filifolia Greene,threadleaf horsebrush,Asteraceae
TEFI2,,Tetramolopium filiforme Sherff,ridgetop tetramolopium,Asteraceae
TEFI3,,Tectaria fimbriata (Willd.) Proctor & Lourteig,least halberd fern,Dryopteridaceae
TEFI3,TELO,Tectaria lobata (C. Presl) Morton,,
TEFI3,TEMI2,Tectaria minima Underw.,,
TEFI4,,Tetralophozia filiformis (Steph.) Urmi,,Jungermanniaceae
TEFIF,,Tetramolopium filiforme Sherff var. filiforme,ridgetop tetramolopium,Asteraceae
TEFIP,,Tetramolopium filiforme Sherff var. polyphyllum (Sherff) Lowrey,ridgetop tetramolopium,Asteraceae
TEFIP,TEPO2,Tetramolopium polyphyllum Sherff,,
TEFL,,Tephrosia florida (F.G. Dietr.) C.E. Wood,Florida hoarypea,Fabaceae
TEFL,CRAM8,Cracca ambigua (M.A. Curtis) Kuntze,,
TEFL,CRGR5,Cracca gracillima (B.L. Rob.) A. Heller,,
TEFL,GAFL5,Galega florida F.G. Dietr.,,
TEFL,TEAM2,Tephrosia ambigua (M.A. Curtis) Kuntze,,
TEFL,TEAMG,Tephrosia ambigua (M.A. Curtis) Kuntze var. gracillima B.L. Rob.,,
TEFL,TEFLG,Tephrosia florida (F.G. Dietr.) C.E. Wood var. gracillima (B.L. Rob.) Shinners,,
TEFL2,,Tephrosia Ã—floridana (Vail) Isely,hoarypea,Fabaceae
TEFL2,CRFL15,Cracca floridana Vail,,
TEFL2,CRIN12,Cracca intermedia (Graham) Small,,
TEFL2,CRSM,Cracca smallii Vail,,
TEFL2,TEIN3,Tephrosia intermedia auct. non Graham,,
TEFL4,,Teloschistes flavicans (Sw.) Norman,teloschistes lichen,Teloschistaceae
TEFL5,,Tetraplasandra flynnii Lowry & K.R. Wood,Flynn's 'ohe,Araliaceae
TEFR3,,Teucrium fruticans L.,shrubby germander,Lamiaceae
TEGA,,Tectaria gaudichaudii (Mett.) Maxon,Gaudichaud's halberd fern,Dryopteridaceae
TEGE,,Tetraphis geniculata Girg. ex Milde,tetraphis moss,Tetraphidaceae
TEGL,,Tetradymia glabrata Torr. & A. Gray,littleleaf horsebrush,Asteraceae
TEGL2,,Teucrium glandulosum Kellogg,sticky germander,Lamiaceae
